,entity_name,filename,entity_type,snippet
770,Ian Hendrik,NL-HaNA_1.04.02_6847_0013.txt,PERSON,Aornolans Ian Hendrik en Anna m
771,Anna magteld,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"endrik en Anna magteld Heijnen
a"
772,zijne natelatene,NL-HaNA_1.04.02_6847_0013.txt,PERSON,t in alle zijne natelatene goederen 
773,Crediten niits uijtgesondert,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"actien en Crediten niits uijtgesondert,
welk gee"
774,duysend rd,NL-HaNA_1.04.02_6847_0013.txt,ORG,geen Twee duysend rd:s is bedr
775,zijner Testateur,NL-HaNA_1.04.02_6847_0013.txt,PERSON,„digheijd zijner Testateur Erffgenam
776,Executeuren,NL-HaNA_1.04.02_6847_0013.txt,GPE,"ijn E
tot Executeuren en Exccut"
777,Exccutrice,NL-HaNA_1.04.02_6847_0013.txt,GPE,teuren en Exccutrice voogden e
778,zijne boede,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"esse over zijne boede
en onmond"
779,Erfgenamen,NL-HaNA_1.04.02_6847_0013.txt,PERSON,onmondige Erfgenamen dE: Leend
780,Leendert goossen,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"namen dE: Leendert goossen Coopman
e"
781,"Coopman
en Translateur m",NL-HaNA_1.04.02_6847_0013.txt,PERSON,"t goossen Coopman
en Translateur m de maleyd"
782,maleydse Paale en Roeloff Croese opperm,NL-HaNA_1.04.02_6847_0013.txt,ORG,"teur m de maleydse Paale en Roeloff Croese opperm:
beijde i"
783,mitsg,NL-HaNA_1.04.02_6847_0013.txt,PERSON,:s dienst mitsg:s zyn Ed:
784,Executeurs,NL-HaNA_1.04.02_6847_0013.txt,GPE,t als aan Executeurs en voogde
785,Surrogatie,NL-HaNA_1.04.02_6847_0013.txt,GPE," assimtie Surrogatie en
Substi"
786,frr,NL-HaNA_1.04.02_6847_0013.txt,ORG,"m: en dE: frr„
rator ad"
787,adlites,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"rr„
rator adlites haar Ed.s"
788,Ed.s,NL-HaNA_1.04.02_6847_0013.txt,PERSON,ites haar Ed.s beaankend
789,beaankende voor d,NL-HaNA_1.04.02_6847_0013.txt,PERSON,haar Ed.s beaankende voor d’andersint
790,nemene,NL-HaNA_1.04.02_6847_0013.txt,GPE,"rsints te nemene moeijt
ma"
791,Execeileurd,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"
maar tot Execeileurd over de E"
792,Ea agtb,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"an de wel Ea agtb:
heeren b"
793,Baak,NL-HaNA_1.04.02_6847_0013.txt,PERSON,k voorsz: Baak zijn Eer:
794,begaerende,NL-HaNA_1.04.02_6847_0013.txt,PERSON,te hebben begaerende dat het z
795,hendrik Johan Madelanst,NL-HaNA_1.04.02_6847_0013.txt,PERSON,"inurg.
en hendrik Johan Madelanst Secret:s "
796,den rethouloot,NL-HaNA_1.04.02_6847_0013.txt,PERSON," Secret:s den rethouloot beijde
in"
797,munute,NL-HaNA_1.04.02_6847_0013.txt,GPE,"rsogt,
De munute deses is "
798,deses,NL-HaNA_1.04.02_6847_0013.txt,PERSON,De munute deses is behoor
799,gesz,NL-HaNA_1.04.02_6847_0013.txt,GPE,tekend en gesz: op een s
800,/onderstond:/ quod attestor /getekend W:,NL-HaNA_1.04.02_6847_0013.txt,ORG,"n Een rd:
/onderstond:/ quod attestor /getekend W:t wargaven"
801,Concerneert,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"nd gelden Concerneert de wel
Ed"
802,der generaale,NL-HaNA_1.04.02_6847_0036.txt,PERSON,dhebberen der generaale nederland
803,deser uijsterste,NL-HaNA_1.04.02_6847_0036.txt,GPE,Executeur deser uijsterste wille en 
804,testatrice Clara geertinyda,NL-HaNA_1.04.02_6847_0036.txt,PERSON,egeere ik testatrice Clara geertinyda De Sahaye
805,De Sahaye,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"eertinyda De Sahaye
dat ingev"
806,uyt myne,NL-HaNA_1.04.02_6847_0036.txt,PERSON,dert Rd:s uyt myne nalatensc
807,myn sterfhuijs,NL-HaNA_1.04.02_6847_0036.txt,PERSON,ar anders myn sterfhuijs zal komen
808,Insgelyks preelegoteere ik,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"voldaen
2 Insgelyks preelegoteere ik aan onse "
809,Jongste dogter,NL-HaNA_1.04.02_6847_0036.txt,PERSON, aan onse Jongste dogter christina
810,christina Bas,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"te dogter christina Bas„
tinna ar"
811,Cornelis valentyn,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"dete zoon Cornelis valentyn drie
dwij"
812,Ioan willem,NL-HaNA_1.04.02_6847_0036.txt,PERSON,gste soon Ioan willem drie dugs
813,dugsent,NL-HaNA_1.04.02_6847_0036.txt,ORG,"llem drie dugsent Ed:s
omme"
814,omme nit aen gemneenen,NL-HaNA_1.04.02_6847_0036.txt,ORG,"sent Ed:s
omme nit aen gemneenen boedel te"
815,geertnyda,NL-HaNA_1.04.02_6847_0036.txt,PERSON,e dogters geertnyda catharina
816,Elisabeth reets,NL-HaNA_1.04.02_6847_0036.txt,PERSON,ilhelmina Elisabeth reets hebben ge
817,amp;amp,NL-HaNA_1.04.02_6847_0036.txt,ORG,n slaven &amp;amp; met Expr
818,krelegateere,NL-HaNA_1.04.02_6847_0036.txt,GPE,"en;
9 ook krelegateere ik uyt my"
819,Ioan willem,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"gste soon
Ioan willem nog twee "
820,Cas,NL-HaNA_1.04.02_6847_0036.txt,PERSON,:s dog in Cas deselve o
821,Baak,NL-HaNA_1.04.02_6847_0036.txt,PERSON,orobeerde Baak beryktsk 
822,beryktsk,NL-HaNA_1.04.02_6847_0036.txt,PERSON,erde Baak beryktsk naame te 
823,myne ondste,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"veeren op myne ondste zoon
Corn"
824,Cornelis Valenzin,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"dste zoon
Cornelis Valenzin,
4: het g"
825,gelegentheijd,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"n
bekwame gelegentheijd na nederl"
826,nederland,NL-HaNA_1.04.02_6847_0036.txt,GPE,theijd na nederland zal moete
827,natemeldene legitime,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"egaten en natemeldene legitime, mogten o"
828,"myn
man den",NL-HaNA_1.04.02_6847_0036.txt,PERSON,"engen zal myn
man den testateur"
829,sulks Formneeren,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"testateur sulks Formneeren,
5. al he"
830,afzrek,NL-HaNA_1.04.02_6847_0036.txt,PERSON,t geen na afzrek van de vo
831,myn man den Testateur,NL-HaNA_1.04.02_6847_0036.txt,PERSON,rden door myn man den Testateur in deesen
832,Ian Scrender,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"in deesen Ian Scrender
en onse v"
833,geertruyda,NL-HaNA_1.04.02_6847_0036.txt,GPE, kinderen geertruyda Casparina
834,tyn,NL-HaNA_1.04.02_6847_0036.txt,ORG,lis valen tyn Christina
835,Christina Bastiana,NL-HaNA_1.04.02_6847_0036.txt,PERSON,valen tyn Christina Bastiana en Johan 
836,Johan Willem schrender,NL-HaNA_1.04.02_6847_0036.txt,PERSON,"stiana en Johan Willem schrender
N8
—

„
"
837,begraffenisse,NL-HaNA_1.04.02_6847_0024.txt,GPE,n wel Ed: begraffenisse welk bij 
838,syn,NL-HaNA_1.04.02_6847_0024.txt,PERSON,den steld syn wel Ed: H
839,Heer Abraham,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"n wel Ed: Heer Abraham Abeleven
"
840,Ternaten,NL-HaNA_1.04.02_6847_0024.txt,PERSON,rneur van Ternaten ende heer
841,Ian,NL-HaNA_1.04.02_6847_0024.txt,PERSON,ende heer Ian arend Mei
842,deser Stede,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"en weesm:
deser Stede en dat me"
843,Joh,NL-HaNA_1.04.02_6847_0024.txt,PERSON,den not:s Joh:s van vis
844,De Eerw,NL-HaNA_1.04.02_6847_0024.txt,PERSON, als mede De Eerw: hieren w
845,hieren weesm,NL-HaNA_1.04.02_6847_0024.txt,PERSON, De Eerw: hieren weesm: en d’ he
846,Curator adlites,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"n d’ heer
Curator adlites alhier te"
847,heer Comp,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"n wel Ed: heer Comp:
te wesen"
848,Codicil,NL-HaNA_1.04.02_6847_0024.txt,PERSON, desselvs Codicil laatste e
849,thuijn van den,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"erd in de thuijn van den wel Ed
St"
850,"Ed
Staande op Iaccatra buijten dese",NL-HaNA_1.04.02_6847_0024.txt,PERSON,"n den wel Ed
Staande op Iaccatra buijten dese stad pres"
851,Johan,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"d present Johan„
nes Ezec"
852,nes,NL-HaNA_1.04.02_6847_0024.txt,ORG,"nt Johan„
nes Ezechiel "
853,Ezechiel Felixen Panlus,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"ohan„
nes Ezechiel Felixen Panlus Nicolaas "
854,Nicolaas cleng,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"en Panlus Nicolaas cleng
als getui"
855,attestor /was,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"ond/ qnod attestor /was
Getekend/"
856,Getekend/ W,NL-HaNA_1.04.02_6847_0024.txt,ORG,"stor /was
Getekend/ W: wargaren"
857,"Codicile
",NL-HaNA_1.04.02_6847_0024.txt,PERSON,"stond dit Codicile
is alhier "
858,weesk,NL-HaNA_1.04.02_6847_0024.txt,GPE,lhier ten weesk: geleesen
859,Reso,NL-HaNA_1.04.02_6847_0024.txt,ORG,"ingevolge Reso„
lutie va"
860,Januarij,NL-HaNA_1.04.02_6847_0024.txt,GPE,: den 4:' Januarij 1769 /was
861,getekend/ meijer secret,NL-HaNA_1.04.02_6847_0024.txt,ORG,"1769 /was getekend/ meijer secret:s
Peterm "
862,Peterm van der Werth,NL-HaNA_1.04.02_6847_0024.txt,PERSON," secret:s
Peterm van der Werth
Hermanu
o"
863,Pieter Willem Lammens,NL-HaNA_1.04.02_6847_0024.txt,PERSON,r mij M:r Pieter Willem Lammens nots Jubl
864,nederlands,NL-HaNA_1.04.02_6847_0024.txt,GPE,ringe van nederlands india g’a
865,india,NL-HaNA_1.04.02_6847_0024.txt,GPE,ederlands india g’admitte
866,naargenoemde,NL-HaNA_1.04.02_6847_0024.txt,GPE,nde voord naargenoemde getuijgen
867,den Eerw,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"etuijgen, den Eerw:
haer Her"
868,Hermanus petrus van der werth,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"erw:
haer Hermanus petrus van der werth bedienaar"
869,mde maleite,NL-HaNA_1.04.02_6847_0024.txt,ORG,"en
woorde mde maleite Gemeente,"
870,juw,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"te, en me juw=m Anna Ca"
871,Anna Calharina,NL-HaNA_1.04.02_6847_0024.txt,PERSON," me juw=m Anna Calharina
Kraght Eg"
872,Egtelieden,NL-HaNA_1.04.02_6847_0024.txt,PERSON,"na
Kraght Egtelieden woonende "
873,licsame,NL-HaNA_1.04.02_6847_0024.txt,GPE,"esond van licsame
Pijter hu"
874,hincie tydelijke,NL-HaNA_1.04.02_6847_0024.txt,PERSON,n om over hincie tydelijke goederen 
875,disponeeren,NL-HaNA_1.04.02_6847_0024.txt,GPE,ederen te disponeeren revoceere
876,revoceerende,NL-HaNA_1.04.02_6847_0024.txt,GPE,"sponeeren revoceerende mits
dien"
877,daerop vost,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"daerop vost gesteld
N"
878,Ne1oden,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"t gesteld
Ne1oden de testat"
879,legitime,NL-HaNA_1.04.02_6847_0015.txt,PERSON,oldoen al legitime portie de
880,zijne overleedene,NL-HaNA_1.04.02_6847_0015.txt,PERSON,tatie van zijne overleedene onders ui
881,nala,NL-HaNA_1.04.02_6847_0015.txt,PERSON," hesbteni nala„
benschap"
882,Competeerende,NL-HaNA_1.04.02_6847_0015.txt,ORG,"regten is Competeerende,
Zoo meed"
883,mesust,NL-HaNA_1.04.02_6847_0015.txt,PERSON,ar moeder mesust=r Hester 
884,IacobaLe,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"=r Hester IacobaLe
grand wed"
885,grand wed,NL-HaNA_1.04.02_6847_0015.txt,PERSON," IacobaLe
grand wed:e wijlen "
886,Guillianr,NL-HaNA_1.04.02_6847_0015.txt,PERSON,ijlen dE: Guillianr Gerard Fr
887,Gerard Franchimont,NL-HaNA_1.04.02_6847_0015.txt,PERSON,Guillianr Gerard Franchimont pn l/ not
888,pn l/,NL-HaNA_1.04.02_6847_0015.txt,ORG,"anchimont pn l/ nots:
te "
889,deser,NL-HaNA_1.04.02_6847_0015.txt,GPE," nots:
te deser steede ui"
890,legitime,NL-HaNA_1.04.02_6847_0015.txt,PERSON,keeren de legitime portie al
891,"Competeerende
",NL-HaNA_1.04.02_6847_0015.txt,ORG,"na regten
Competeerende
Instilneer"
892,de restpsenren,NL-HaNA_1.04.02_6847_0015.txt,PERSON,lneerende de restpsenren in zodani
893,Erfgename,NL-HaNA_1.04.02_6847_0015.txt,GPE,are meede Erfgename bij desen
894,desen,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"ename bij desen en dat
me"
895,titul van institutie,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"e regt en titul van institutie,
Stellend"
896,Stellende Eligeerende en Constitueerende de Eerststervende den testa,NL-HaNA_1.04.02_6847_0015.txt,ORG,"stitutie,
Stellende Eligeerende en Constitueerende de Eerststervende den testa„
„temren "
897,Executrice,NL-HaNA_1.04.02_6847_0015.txt,ORG,utemen of Executrice deser tes
898,zijner off haarer boedel,NL-HaNA_1.04.02_6847_0015.txt,PERSON,eraarster zijner off haarer boedel en nalate
899,"besor
",NL-HaNA_1.04.02_6847_0015.txt,PERSON,"atenschap besor
ger o beso"
900,"vesiende
regeerende",NL-HaNA_1.04.02_6847_0015.txt,ORG,"m zoo tot vesiende
regeerende als admin"
901,"natelatene
",NL-HaNA_1.04.02_6847_0015.txt,PERSON,"ver hunne natelatene
kend gf ki"
902,gf kinderen,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"tene
kend gf kinderen en der se"
903,uyt krgte deses,NL-HaNA_1.04.02_6847_0015.txt,PERSON,er selver uyt krgte deses te bhamne
904,pem,NL-HaNA_1.04.02_6847_0015.txt,ORG,"ederen
en pem: de langs"
905,mitsaeen,NL-HaNA_1.04.02_6847_0015.txt,PERSON,udeerende mitsaeen met alle 
906,t Eerw,NL-HaNA_1.04.02_6847_0015.txt,PERSON,e Eerbied t Eerw: Collegie
907,dE Curatoren,NL-HaNA_1.04.02_6847_0015.txt,ORG,weesm: en dE Curatoren adlites z
908,adlites zoo,NL-HaNA_1.04.02_6847_0015.txt,PERSON,Curatoren adlites zoo te deser 
909,deser,NL-HaNA_1.04.02_6847_0015.txt,GPE,es zoo te deser als alle 
910,aer Testateuren,NL-HaNA_1.04.02_6847_0015.txt,PERSON,en alwaar aer Testateuren zergeval 
911,wendene,NL-HaNA_1.04.02_6847_0015.txt,GPE,rs aan te wendene moelte re
912,moelte,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"e wendene moelte re„
veren"
913,Executeirs,NL-HaNA_1.04.02_6847_0015.txt,GPE,nhaar tot Executeirs op als re
914,restakenrd,NL-HaNA_1.04.02_6847_0015.txt,GPE,rs op als restakenrd te goed b
915,behondene,NL-HaNA_1.04.02_6847_0015.txt,GPE,d te goed behondene gogie ver
916,hebberen der geoctroijeerde,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"en
bewind hebberen der geoctroijeerde oost indi"
917,indische Comp,NL-HaNA_1.04.02_6847_0015.txt,ORG,erde oost indische Comp:e ter kam
918,Herdan,NL-HaNA_1.04.02_6847_0015.txt,ORG,"kamer am„
Herdan waar voor"
919,beede,NL-HaNA_1.04.02_6847_0015.txt,GPE," Zijn met beede
dien aang"
920,betuyg den,NL-HaNA_1.04.02_6847_0015.txt,ORG,"hooren
En betuyg den de testat"
921,vraege,NL-HaNA_1.04.02_6847_0015.txt,ORG,e gedaane vraege ingevolge
922,dot hunne gemeenen boedel,NL-HaNA_1.04.02_6847_0015.txt,PERSON,ein Zegal dot hunne gemeenen boedel geen twee
923,Testatrice,NL-HaNA_1.04.02_6847_0015.txt,ORG,en zal de Testatrice wanneer z
924,behoorl,NL-HaNA_1.04.02_6847_0015.txt,ORG,nagelaten behoorl: op haer 
925,haer naem,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"hoorl: op haer naem werden
op"
926,Cas,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"delens in Cas subject,
"
927,dugdelijk voor ge,NL-HaNA_1.04.02_6847_0015.txt,PERSON,"stateuren dugdelijk voor ge„
houden e"
928,pun zoo,NL-HaNA_1.04.02_6847_0015.txt,ORG,en en bij pun zoo zij betui
929,zynde zoo,NL-HaNA_1.04.02_6847_0015.txt,PERSON," verstaan zynde zoo begeerde
"
930,maagine,NL-HaNA_1.04.02_6847_0038.txt,GPE,et zij in maagine op dee zi
931,dee zingge,NL-HaNA_1.04.02_6847_0038.txt,PERSON,aagine op dee zingge ofte bij 
932,zijlke,NL-HaNA_1.04.02_6847_0038.txt,ORG, met alle zijlke legaten p
933,Emancipatien van lijf,NL-HaNA_1.04.02_6847_0038.txt,PERSON,"aelegaten Emancipatien van lijf
eijgenen "
934,amplieeren,NL-HaNA_1.04.02_6847_0038.txt,GPE,"oogden te amplieeren,
mitsg:s "
935,Erfstellinge,NL-HaNA_1.04.02_6847_0038.txt,GPE,uijten de Erfstellinge zoodanig 
936,secret,NL-HaNA_1.04.02_6847_0038.txt,ORG,r nots of secret:s en getu
937,nobile officium Leideces,NL-HaNA_1.04.02_6847_0038.txt,ORG,"alles het nobile officium Leideces,
Aldus ge"
938,batavia,NL-HaNA_1.04.02_6847_0038.txt,GPE,gedaan te batavia heeden de
939,Jan Schrender,NL-HaNA_1.04.02_6847_0038.txt,PERSON," getekend
Jan Schrender en Clara "
940,Clara Geertruijda,NL-HaNA_1.04.02_6847_0038.txt,PERSON,render en Clara Geertruijda schoender
941,Erit selve gecollationeerd,NL-HaNA_1.04.02_6847_0038.txt,ORG,"e Lahaije
Erit selve gecollationeerd en accord"
942,Clara geertruijda,NL-HaNA_1.04.02_6847_0038.txt,PERSON,de vrouwe Clara geertruijda d’ Lasaij
943,Lasaije,NL-HaNA_1.04.02_6847_0038.txt,PERSON,"ruijda d’ Lasaije
hier van "
944,Jacob Pietersz,NL-HaNA_1.04.02_6847_0038.txt,PERSON,"gheid van Jacob Pietersz
en Fredri"
945,Constantin,NL-HaNA_1.04.02_6847_0038.txt,PERSON,Fredricus Constantin Berrits2 
946,getekend/ P:,NL-HaNA_1.04.02_6847_0038.txt,PERSON,"igen
/was getekend/ P: W: lammen"
947,lammens nots,NL-HaNA_1.04.02_6847_0038.txt,PERSON,nd/ P: W: lammens nots: ten zyde
948,Gerritsz gesw,NL-HaNA_1.04.02_6847_0038.txt,PERSON,"n F:s C:r Gerritsz gesw: Clercq
A"
949,Clara geertroyda,NL-HaNA_1.04.02_6847_0038.txt,PERSON," mevrouwe
Clara geertroyda De Lahaij"
950,Batavia,NL-HaNA_1.04.02_6847_0038.txt,GPE,derstond/ Batavia den 20: m
951,getekend/ P:,NL-HaNA_1.04.02_6847_0038.txt,ORG,1769 /was getekend/ P: W: Lamrme
952,Lamrmens,NL-HaNA_1.04.02_6847_0038.txt,GPE,"nd/ P: W: Lamrmens
notaris
J"
953,Johannes Hollebeek,NL-HaNA_1.04.02_6847_0038.txt,PERSON,"s
notaris
Johannes Hollebeek
N„o 11
He"
954,Comparnerde,NL-HaNA_1.04.02_6847_0038.txt,GPE,"r 1768
op
Comparnerde voor mij "
955,Egbert Blomheaf,NL-HaNA_1.04.02_6847_0038.txt,PERSON,r mij m:r Egbert Blomheaf not: pabl
956,not,NL-HaNA_1.04.02_6847_0038.txt,PERSON, Blomheaf not: pabl: bi
957,hooge regeringe,NL-HaNA_1.04.02_6847_0038.txt,GPE," des vese
hooge regeringe van neder"
958,nederlands india,NL-HaNA_1.04.02_6847_0038.txt,GPE,ringe van nederlands india g'admisse
959,destod batavia,NL-HaNA_1.04.02_6847_0038.txt,PERSON,"rd binnen destod batavia
resideere"
960,naargenoemde,NL-HaNA_1.04.02_6847_0038.txt,GPE,e voor de naargenoemde getuigen 
961,ond koopm,NL-HaNA_1.04.02_6847_0038.txt,PERSON,"le,
heeft ond koopm: ten dren"
962,disponeeren,NL-HaNA_1.04.02_6847_0038.txt,GPE,entair te disponeeren met revoc
963,revocatie,NL-HaNA_1.04.02_6847_0038.txt,GPE,eeren met revocatie van alle 
964,"o0
d

",NL-HaNA_1.04.02_6847_0038.txt,ORG,"stamenten
o0
d

"
965,Cornelis valentyn Christina Bastiana,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"
„
„
„
„„
Cornelis valentyn Christina Bastiana en Ioan W"
966,Ioan Willem schrender,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"stiana en Ioan Willem schrender
of zoo ve"
967,myn oplijden,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"r van bij myn oplijden, in wesen"
968,myne Erfgenamen,NL-HaNA_1.04.02_6847_0035.txt,PERSON,elven tot myne Erfgenamen by deesen
969,by deesen nominiere,NL-HaNA_1.04.02_6847_0035.txt,GPE,rfgenamen by deesen nominiere en instet
970,legitime,NL-HaNA_1.04.02_6847_0035.txt,PERSON,oor hunne legitime toekomt t
971,lijke portien,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"hen inge„
lijke portien door myne"
972,myne puysvrouw,NL-HaNA_1.04.02_6847_0035.txt,PERSON,tien door myne puysvrouw voornoemd
973,crediten Erffenissen,NL-HaNA_1.04.02_6847_0035.txt,PERSON,actien en crediten Erffenissen en bester
974,Edelens,NL-HaNA_1.04.02_6847_0035.txt,ORG," met haar Edelens
vrieggen "
975,Evengem,NL-HaNA_1.04.02_6847_0035.txt,ORG,oting der Evengem: legitime
976,legitime voor onse,NL-HaNA_1.04.02_6847_0035.txt,PERSON," Evengem: legitime voor onse kinde„
ze"
977,myne hijsvrouw,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"or
mij en myne hijsvrouw onderteek"
978,nederlands india,NL-HaNA_1.04.02_6847_0035.txt,GPE,ering van nederlands india bij beslu
979,besluijt van den,NL-HaNA_1.04.02_6847_0035.txt,PERSON,india bij besluijt van den 20: augus
980,leende vrijheyd,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"1762 ver„
leende vrijheyd maar ook "
981,noodeloos,NL-HaNA_1.04.02_6847_0035.txt,GPE,"en die
nu noodeloos zouden we"
982,verklaare,NL-HaNA_1.04.02_6847_0035.txt,GPE, alsoo ik verklaare bij ged:e
983,zuiver nauwzeurig,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"n begroot zuiver nauwzeurig en op„
re"
984,mitsg,NL-HaNA_1.04.02_6847_0035.txt,PERSON,en waarde mitsg:s zulks i
985,legitime portien,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"aten ende legitime portien onzer
onm"
986,den tyt,NL-HaNA_1.04.02_6847_0035.txt,PERSON,en binnen den tyt van drie 
987,"myn
",NL-HaNA_1.04.02_6847_0035.txt,PERSON,"aanden na myn
overlijden"
988,weesk,NL-HaNA_1.04.02_6847_0035.txt,GPE,ijden ten weesk: alhier b
989,alhier besorgt,NL-HaNA_1.04.02_6847_0035.txt,PERSON,en weesk: alhier besorgt werden te
990,versoeke,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"en
voorts versoeke en stelle"
991,Executrice,NL-HaNA_1.04.02_6847_0035.txt,ORG,"vrouw tot
Executrice van dit m"
992,myne begraffe,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"gster van myne begraffe„
nisse me"
993,Surrogatie,NL-HaNA_1.04.02_6847_0035.txt,GPE,"itutie en Surrogatie
mitsg:s d"
994,Eerw Collegie van heeren weesm,NL-HaNA_1.04.02_6847_0035.txt,ORG,"evens het Eerw Collegie van heeren weesm: alhier
t"
995,regeerende voogdesse,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"lhier
tot regeerende voogdesse en voogde"
996,mijne natelatene,NL-HaNA_1.04.02_6847_0035.txt,PERSON,"gden over mijne natelatene onmondi„
"
997,nemene moeijte,NL-HaNA_1.04.02_6847_0035.txt,PERSON,voorde te nemene moeijte alle ande
998,magistraats,NL-HaNA_1.04.02_6847_0035.txt,GPE,le andere magistraats persoonen
999,margine:/,NL-HaNA_1.04.02_6847_0014.txt,ORG,publ: /in margine:/ dit testa
1000,weesk,NL-HaNA_1.04.02_6847_0014.txt,GPE,avia inde weesk: den 19: 
1001,den,NL-HaNA_1.04.02_6847_0014.txt,GPE,de weesk: den 19: 8ber:
1002,"/getekend/
meijer",NL-HaNA_1.04.02_6847_0014.txt,ORG,"ber: 1768 /getekend/
meijer Secretari"
1003,Jan Henderik van der Laan,NL-HaNA_1.04.02_6847_0014.txt,PERSON,"ecretaris
Jan Henderik van der Laan
N„o 2
op "
1004,Egbert Blomhert,NL-HaNA_1.04.02_6847_0014.txt,PERSON,r mij m:r Egbert Blomhert nots publ
1005,nederlands India,NL-HaNA_1.04.02_6847_0014.txt,GPE,ringe van nederlands India g'admitte
1006,Batavia,NL-HaNA_1.04.02_6847_0014.txt,GPE,"n de stad
Batavia resideere"
1007,resideerende,NL-HaNA_1.04.02_6847_0014.txt,GPE,"d
Batavia resideerende ende voor"
1008,"Jan
Hendrik van der laan",NL-HaNA_1.04.02_6847_0014.txt,PERSON,"uijgen dE Jan
Hendrik van der laan Koopman U"
1009,Johanna Albertina Franchimont Egtelieden,NL-HaNA_1.04.02_6847_0014.txt,PERSON," mejnst=m Johanna Albertina Franchimont Egtelieden woonen„
d"
1010,volko,NL-HaNA_1.04.02_6847_0014.txt,PERSON,"nots: met volko„
men vers"
1011,uijtspraeke,NL-HaNA_1.04.02_6847_0014.txt,PERSON,duidelijk uijtspraeke te kennen
1012,Genegen,NL-HaNA_1.04.02_6847_0014.txt,GPE,nge wille Genegen te zijn o
1013,"natelatene
Goederen",NL-HaNA_1.04.02_6847_0014.txt,PERSON,"fer hunne natelatene
Goederen testament"
1014,disponeeren,NL-HaNA_1.04.02_6847_0014.txt,GPE,entair te disponeeren invoegen 
1015,"dedicellen
",NL-HaNA_1.04.02_6847_0014.txt,ORG,"menten en dedicellen
als testat"
1016,ans op neuws disfrneerende,NL-HaNA_1.04.02_6847_0014.txt,ORG,"en hebben
ans op neuws disfrneerende, zoo verk"
1017,Eerisssenende,NL-HaNA_1.04.02_6847_0014.txt,GPE,"laarde de Eerisssenende der
Testa"
1018,zyne ofte haare,NL-HaNA_1.04.02_6847_0014.txt,PERSON,eeren tot zyne ofte haare Eenige al
1019,ontruijmen,NL-HaNA_1.04.02_6847_0014.txt,GPE, komen te ontruijmen en naar t
1020,Crediten,NL-HaNA_1.04.02_6847_0014.txt,PERSON,actien en Crediten niets uij
1021,de Legibime,NL-HaNA_1.04.02_6847_0014.txt,PERSON, tekeeren de Legibime portie de
1022,deselven voor zoo verre,NL-HaNA_1.04.02_6847_0014.txt,PERSON, zelve of deselven voor zoo verre tot zin o
